Real	Counterfactual
136	109
109	103
2	2
4	4
6	6
2	2
6	6
24	24
25	19
29	29
153	124
230	239
0	0
1	1
27	27
21	28
49	49
55	50
40	50
55	88
111	106
252	256
6	6
16	16
17	17
26	26
22	29
30	33
49	64
52	52
41	91
204	183
2	2
0	0
5	5
9	9
26	26
19	19
20	19
41	34
109	61
625	625
9	8
22	22
8	8
16	21
26	35
43	43
74	91
48	48
44	44
69	74
0	0
7	7
10	15
34	27
57	39
52	49
78	88
94	106
242	261
137	230
5	5
18	18
17	17
20	20
34	34
33	37
57	57
69	78
97	88
84	82
8	14
12	12
20	20
27	27
27	27
23	29
61	61
41	50
70	90
117	120
0	0
5	5
10	10
17	17
18	18
49	53
41	44
125	128
94	135
111	152
2	2
30	30
15	18
46	46
30	27
55	55
45	43
67	67
91	83
387	366
4	4
8	14
25	22
33	36
17	16
97	97
36	36
42	38
79	58
76	96
11	11
28	28
28	28
59	66
51	51
65	64
100	102
205	204
189	189
494	949
6	6
9	9
21	21
9	9
25	38
39	39
50	35
50	50
300	258
410	348
4	4
14	16
48	38
77	77
34	34
61	54
83	62
99	106
177	128
235	233
10	10
15	15
9	11
8	16
17	17
61	50
106	114
99	97
82	88
253	299
9	7
29	29
8	8
11	16
31	31
89	122
77	85
104	88
140	126
274	307
0	0
1	1
11	21
8	11
15	14
17	19
19	21
42	32
62	46
58	42
4	4
4	4
5	5
22	22
22	22
28	28
62	62
54	42
62	65
112	112
6	8
13	13
17	20
19	26
44	44
34	35
24	38
68	68
60	62
127	127
7	7
12	20
25	25
20	16
20	20
50	50
51	48
92	88
86	80
168	148
3	3
4	4
12	11
16	16
10	10
22	17
39	56
84	83
80	69
105	105
2	2
3	3
4	4
9	9
17	17
40	41
42	66
58	53
167	175
180	176
11	11
28	28
32	32
94	94
44	53
44	51
44	44
170	162
185	158
622	613
3	3
18	18
33	34
53	70
46	46
45	69
54	56
93	88
82	85
244	213
0	0
2	2
9	9
10	10
29	25
38	44
50	50
64	76
56	59
119	108
0	0
13	21
18	23
20	20
23	24
39	35
39	75
48	52
140	140
241	242
0	0
8	8
13	24
91	91
31	26
39	32
40	36
68	68
60	111
95	107
0	0
5	5
18	18
32	31
23	25
105	105
53	53
74	121
151	151
222	175
1	1
22	22
20	20
23	23
30	37
32	32
41	37
30	59
109	85
177	228
10	10
7	7
22	22
11	18
30	46
45	60
59	77
104	100
73	75
141	139
4	4
6	10
10	10
53	53
66	58
70	73
104	93
145	148
142	147
410	334
2	2
3	5
16	16
19	20
37	37
34	34
48	55
37	36
72	66
111	174
9	9
15	15
11	11
15	15
25	20
34	34
119	119
129	137
287	287
153	161
10	10
14	14
13	16
15	24
41	41
43	43
40	51
96	111
76	99
416	384
14	24
33	33
20	20
20	20
48	50
41	39
82	82
61	50
104	98
163	148
5	5
18	33
25	28
41	41
22	39
49	42
62	51
80	80
178	179
282	248
9	9
6	6
45	45
9	9
40	30
19	19
70	62
181	191
187	165
472	506
8	8
12	12
18	18
48	48
31	37
41	51
55	46
190	199
176	179
247	247
5	5
11	11
14	14
20	35
39	55
44	37
40	50
52	57
51	51
251	225
13	12
11	18
12	12
12	25
47	28
71	71
45	36
33	33
37	50
150	184
7	7
19	19
46	33
30	35
59	59
34	34
49	49
83	119
234	203
325	333
0	0
0	0
16	16
28	35
40	36
53	46
68	68
96	96
124	120
204	187
1	1
3	3
14	14
44	44
35	43
63	62
132	145
196	213
106	120
166	167
11	11
8	8
24	24
15	17
39	74
43	54
68	99
67	73
119	122
107	201
1	1
0	0
3	3
3	3
19	19
30	27
52	52
66	73
65	87
305	295
0	0
0	0
10	10
54	54
47	51
75	68
118	129
121	123
277	270
172	181
2	2
12	15
78	78
23	22
42	36
68	79
120	111
72	76
336	420
323	415
4	4
15	11
19	17
20	20
62	64
72	60
66	74
69	70
140	144
156	156
4	4
37	31
24	20
25	24
27	27
48	48
22	22
88	66
125	132
121	130
22	22
15	15
33	30
37	38
63	74
41	44
93	72
109	158
116	124
276	243
7	7
15	15
29	29
21	26
38	35
42	36
50	53
86	63
162	138
95	95
1	1
3	3
4	4
25	25
21	18
40	32
157	145
62	62
84	97
265	271
8	8
10	10
12	12
22	24
21	20
40	40
62	62
99	96
102	100
216	235
0	0
19	19
16	16
24	25
45	41
50	50
34	70
101	137
175	153
213	213
28	22
45	45
34	24
37	47
47	47
70	61
115	114
131	119
211	192
200	208
8	8
10	10
31	40
56	42
67	56
43	67
68	55
198	190
170	136
401	334
0	0
16	16
18	18
18	18
30	29
76	66
134	95
79	79
170	121
251	230
1	1
6	6
3	5
5	5
7	7
6	6
33	26
34	43
56	56
72	74
1	1
2	2
10	10
18	18
15	23
58	56
46	46
82	75
158	147
228	242
1	1
9	9
6	6
17	15
35	41
56	51
50	56
149	135
178	154
163	154
5	6
8	8
31	22
27	36
21	21
26	57
60	60
98	86
94	70
119	175
22	17
12	10
26	26
22	22
27	27
17	33
98	101
135	162
103	111
123	89
11	11
8	9
19	25
24	43
21	21
32	32
52	49
56	68
49	49
55	81
11	11
17	17
12	12
20	54
101	101
61	93
38	38
31	50
73	103
285	297
0	0
10	9
23	23
39	39
36	30
27	30
72	87
32	38
77	94
167	167
8	8
6	6
21	21
26	26
62	62
63	58
73	83
177	164
199	247
466	446
2	2
6	6
10	12
11	17
6	6
33	33
26	22
35	30
35	31
372	319
10	10
12	12
24	24
31	23
37	43
32	36
58	77
157	157
248	254
377	357
6	6
10	10
16	16
12	12
13	13
16	18
13	22
82	73
93	72
156	160
5	5
10	10
11	11
23	23
38	59
44	35
21	21
60	77
287	248
128	142
6	6
37	37
37	37
13	13
43	43
50	45
56	61
67	57
66	90
102	102
6	6
1	1
6	6
14	14
16	16
25	34
121	121
80	80
71	71
56	61
0	0
3	3
2	2
16	16
11	11
8	18
16	24
54	53
51	51
62	69
8	8
30	30
16	23
89	89
64	67
64	66
58	57
59	49
107	102
526	470
5	5
9	9
15	15
7	7
10	10
28	28
32	32
76	86
129	157
144	145
2	2
12	10
10	16
26	26
20	18
30	30
38	40
69	58
133	119
206	238
4	4
6	6
7	7
10	10
22	21
26	24
48	38
63	51
129	139
920	859
0	0
11	11
40	35
43	37
63	63
37	54
42	66
48	48
112	102
167	127
0	0
3	3
3	3
15	15
7	7
18	18
15	22
42	49
68	67
75	75
5	5
20	20
17	17
22	22
13	21
37	37
30	28
28	33
103	103
95	80
4	4
15	15
17	18
46	46
20	21
25	25
28	25
35	24
58	61
189	186
0	0
1	1
10	10
16	16
34	46
99	100
73	98
42	58
72	61
78	68
8	13
7	9
7	7
15	15
22	30
41	41
31	34
58	75
69	94
123	121
5	5
10	10
12	27
22	20
37	37
17	16
122	122
52	63
47	51
87	88
0	0
11	11
13	13
16	18
20	20
23	17
19	19
25	25
72	59
333	333
0	0
2	2
7	7
25	25
17	17
22	27
36	46
56	78
78	78
112	100
6	6
15	15
10	10
25	29
27	27
42	42
68	92
108	104
181	241
264	300
1	1
5	5
14	14
12	20
13	13
12	12
24	27
33	36
37	37
79	62
3	3
5	5
6	6
8	8
8	8
12	12
51	51
106	106
133	152
167	173
0	0
6	5
6	6
29	29
59	59
21	29
32	38
59	47
107	121
302	296
16	16
29	29
50	50
45	45
122	122
85	85
153	170
106	91
101	108
248	204
5	5
10	10
20	38
33	24
36	36
36	54
59	56
100	111
131	131
235	227
3	5
15	15
10	10
11	11
14	14
16	23
110	102
124	124
63	62
218	234
0	0
22	22
14	12
61	47
76	54
64	58
79	82
166	172
158	178
176	183
1	1
3	3
5	5
21	24
50	50
51	70
40	33
45	70
68	60
71	84
6	6
7	7
14	14
64	57
73	72
108	101
53	80
111	84
87	94
330	364
6	6
7	7
8	8
13	13
96	96
39	44
39	37
176	128
148	131
116	147
0	0
5	5
10	12
20	27
26	26
32	43
33	33
75	75
137	144
177	163
10	10
8	8
9	9
14	14
14	24
34	55
20	23
51	39
102	157
130	126
0	0
18	18
25	30
46	46
74	60
84	74
96	82
69	75
107	108
128	128
4	4
21	21
18	18
28	28
27	27
29	71
45	47
25	25
54	54
47	47
5	5
17	17
20	19
34	39
45	74
98	89
63	126
93	88
103	140
206	168
4	4
6	10
7	12
28	28
33	38
28	28
39	39
95	100
120	133
276	235
6	6
12	12
11	11
41	41
46	46
63	55
79	117
130	134
127	112
163	153
0	0
5	5
10	10
6	6
9	11
15	15
57	40
77	77
133	130
155	159
14	14
13	13
34	25
96	96
42	42
26	26
29	69
35	35
2	2
319	311
0	0
0	0
1	1
4	4
4	4
8	8
24	26
69	54
177	211
123	189
5	5
5	5
18	28
80	80
94	112
128	154
101	91
102	96
146	131
305	313
1	1
25	25
22	32
95	95
34	34
28	30
41	35
30	33
39	37
80	56
3	3
6	6
6	6
11	11
28	28
27	28
34	46
97	97
30	79
108	92
0	0
2	2
16	16
32	30
39	59
87	87
95	95
84	80
140	145
192	163
0	0
10	10
16	16
30	32
27	27
137	137
30	46
41	49
40	52
108	96
1	1
1	1
4	4
27	27
17	36
32	65
61	54
35	84
83	83
194	194
1	1
2	2
10	11
10	23
24	24
22	15
62	60
30	45
89	66
146	143
1	1
3	3
10	10
20	25
24	24
46	46
45	50
33	35
124	122
93	105
6	6
21	21
17	15
16	22
20	21
23	23
61	75
73	82
148	134
167	184
3	3
16	16
12	12
16	12
21	19
82	82
91	89
73	79
122	125
135	197
15	15
9	9
10	10
9	12
33	33
14	14
22	26
53	53
25	35
62	65
1	1
14	14
35	35
43	43
35	32
37	39
27	41
98	98
43	59
159	149
6	6
14	14
13	13
14	14
89	89
132	128
190	246
211	166
382	385
343	440
3	3
15	15
17	17
15	21
19	27
33	33
83	76
97	101
77	122
95	98
1	1
12	18
18	15
31	24
20	22
33	33
72	79
124	142
163	151
223	215
10	10
7	7
19	19
19	21
39	39
25	31
35	35
33	32
177	177
223	185
8	8
17	13
20	23
35	41
36	36
54	69
68	71
59	76
130	130
206	251
1	1
5	5
17	17
16	20
13	22
43	39
46	69
56	56
80	114
159	192
1	1
7	7
8	8
16	13
27	39
84	85
55	54
58	67
71	66
72	144
1	1
1	1
8	8
16	20
9	16
19	19
43	43
35	45
111	145
276	276
4	4
7	7
14	14
17	17
18	16
37	44
29	29
43	39
38	58
61	65
94	94
48	48
58	77
51	51
84	94
58	78
97	106
117	117
218	253
192	203
0	0
6	6
6	6
12	11
16	16
18	18
20	20
61	85
59	72
202	202
6	6
7	7
24	22
13	11
16	16
29	29
37	37
33	33
248	248
88	88
13	13
9	12
11	11
17	17
19	20
16	16
27	24
56	37
39	60
72	78
2	2
4	4
6	6
8	8
20	17
91	91
68	68
82	68
252	186
287	293
6	6
6	6
5	8
10	10
15	18
21	22
75	93
40	47
175	153
149	197
6	6
3	3
16	25
52	52
50	37
61	85
73	119
75	79
157	186
586	538
3	3
4	4
4	4
5	6
20	23
24	24
47	47
63	102
229	221
314	314
1	1
6	6
7	9
25	25
16	16
28	28
61	61
48	51
58	54
233	253
0	0
1	1
6	6
19	17
34	21
28	31
38	56
89	89
89	89
83	83
0	0
2	2
4	4
9	9
41	35
49	62
35	37
86	92
130	114
63	56
7	7
8	8
7	7
8	8
7	7
13	13
27	23
84	97
155	121
245	245
17	17
14	24
26	24
31	32
21	21
50	52
54	56
52	52
211	187
293	297
1	1
6	6
10	19
23	23
28	28
40	31
27	27
101	97
110	110
129	104
0	0
6	6
17	20
49	49
19	19
73	73
71	78
101	101
135	124
202	217
5	5
15	15
36	36
11	15
15	15
25	37
17	17
29	33
32	32
71	74
3	5
8	8
9	9
40	29
43	45
34	29
111	111
58	81
63	65
217	315
14	14
10	10
11	14
15	15
19	24
33	37
39	44
58	58
120	152
422	443
1	1
3	3
17	17
12	11
27	48
27	32
118	118
47	47
105	90
72	75
0	0
8	8
18	18
19	20
49	36
58	63
135	118
79	108
138	148
189	189
11	8
5	5
9	9
8	15
37	35
53	53
65	82
97	94
67	74
155	145
16	13
40	40
15	17
16	32
22	22
25	25
78	78
93	93
45	72
209	191
1	1
15	15
11	15
26	26
17	14
48	43
84	101
179	170
155	163
404	408
4	4
11	11
8	8
23	25
30	45
40	48
51	54
78	78
142	185
316	316
2	2
6	6
10	10
36	36
42	42
37	29
33	33
34	34
38	38
55	56
3	3
3	3
12	12
7	13
80	80
26	26
33	29
79	86
56	54
118	121
9	9
12	12
15	15
27	26
32	36
60	63
71	71
79	78
92	72
138	150
10	10
17	17
23	23
19	19
35	35
36	44
52	53
73	72
102	102
175	204
11	11
5	5
10	12
10	15
48	53
43	43
59	59
64	60
81	80
652	700
0	0
1	1
17	17
14	14
16	34
71	68
61	61
99	117
107	84
141	137
0	0
0	0
4	4
3	3
22	22
18	28
47	47
25	28
39	30
82	85
26	24
30	36
45	45
61	61
53	53
74	80
72	73
116	116
174	171
114	179
6	6
4	4
7	7
22	22
14	14
33	37
38	57
80	79
126	137
169	165
6	6
4	4
8	11
11	11
39	39
32	27
21	27
55	42
85	87
63	65
3	3
6	6
37	37
22	18
101	101
37	26
48	32
93	94
94	83
147	134
7	7
11	11
19	19
11	11
24	28
24	31
23	28
49	51
85	79
200	269
1	1
4	4
10	12
15	16
25	25
70	70
81	99
57	57
162	169
146	125
27	27
30	28
41	43
55	63
43	44
167	223
185	187
228	192
203	255
260	212
1	1
1	1
8	8
7	12
22	33
34	27
47	47
51	51
74	113
114	96
18	13
13	13
9	9
21	49
30	32
126	126
48	46
49	58
76	72
154	91
1	1
3	3
4	4
4	4
8	11
30	30
52	58
80	81
144	142
238	234
2	2
13	13
14	14
27	27
39	30
66	66
52	52
194	194
116	101
84	95
14	14
9	13
19	19
21	23
26	37
52	56
42	42
66	69
159	173
227	222
3	3
21	21
48	48
53	53
79	70
66	66
79	77
145	145
167	146
173	176
11	9
9	9
18	18
24	24
121	121
30	35
58	62
144	118
99	109
391	326
5	6
7	9
7	7
10	10
29	36
78	70
124	115
115	83
198	175
276	276
4	4
5	5
21	21
12	16
34	39
86	85
45	42
84	100
64	81
349	335
3	3
3	3
11	11
10	10
29	29
24	24
51	52
69	81
44	44
178	178
1	1
2	2
6	6
3	5
11	11
10	11
31	30
57	54
100	103
314	263
2	2
12	12
11	12
21	21
39	39
93	89
50	63
50	88
65	57
590	576
7	7
7	9
16	16
20	25
171	171
26	26
59	57
132	154
142	212
224	358
10	10
7	11
6	10
10	10
29	29
66	66
83	67
88	88
128	120
358	326
1	1
3	6
7	12
14	14
20	20
26	20
56	56
94	78
86	75
126	126
1	1
16	16
23	23
31	31
67	62
69	43
38	50
48	57
93	101
409	333
2	2
6	6
6	6
4	4
11	11
13	13
33	43
51	51
248	247
356	361
1	1
11	11
9	9
16	16
25	25
27	38
23	26
38	38
75	75
80	58
1	1
10	10
15	15
39	39
29	29
71	71
34	43
75	75
231	231
516	516
4	4
20	20
17	17
21	25
98	98
48	51
100	84
103	100
139	133
71	73
3	5
5	5
5	6
38	38
29	29
30	30
111	116
68	70
118	130
328	328
0	0
1	1
3	3
1	1
6	6
15	15
42	31
88	88
58	74
88	73
9	9
10	10
17	17
27	23
33	33
48	48
93	78
59	55
89	95
222	183
0	0
30	30
30	22
156	156
44	37
49	39
47	48
164	170
278	234
191	154
1	1
27	27
31	28
92	75
68	72
53	103
201	186
131	114
336	268
286	288
7	7
11	11
11	8
11	11
21	21
23	20
34	44
58	91
41	46
273	283
28	28
15	15
16	16
39	39
52	51
52	56
34	55
29	29
60	48
262	221
1	1
5	5
10	10
14	14
56	56
35	35
59	59
42	42
102	111
119	149
1	1
4	4
36	36
18	21
64	59
56	52
59	59
105	90
106	118
80	81
1	1
3	3
4	4
22	22
30	30
39	31
35	35
49	53
93	90
296	281
5	8
7	7
11	11
13	11
26	22
17	17
24	28
52	52
88	102
125	156
2	2
10	10
6	6
23	34
30	30
36	38
60	65
91	71
202	208
343	345
0	0
1	1
6	6
16	16
22	22
20	37
38	34
106	109
87	81
110	119
5	5
15	15
14	14
30	30
21	16
65	65
61	58
111	111
99	104
70	82
4	4
7	7
27	21
17	17
16	19
23	26
43	44
99	81
166	135
808	728
1	1
23	32
19	19
30	22
21	33
37	49
71	59
114	154
199	206
174	130
3	3
3	3
9	8
19	28
31	31
34	34
40	40
63	73
127	130
160	170
3	3
4	4
6	8
11	15
15	15
20	27
34	40
35	37
40	41
37	51
18	21
50	54
59	59
45	45
57	75
106	113
123	109
78	92
77	85
121	125
3	3
16	14
17	19
25	25
34	33
27	27
36	36
32	34
91	73
67	63
26	26
16	16
21	33
23	36
32	37
91	67
42	42
69	68
105	96
194	179
0	0
1	1
3	3
25	32
22	25
47	41
51	41
56	56
257	236
251	222
1	1
12	9
9	9
21	21
7	7
25	20
37	37
52	52
56	72
121	103
1	1
6	6
10	10
25	25
46	46
44	46
50	44
47	43
48	58
286	285
1	1
7	7
16	16
24	31
38	58
102	112
117	139
158	134
108	120
130	112
8	8
25	25
22	22
13	14
36	36
36	42
65	52
79	62
83	108
215	156
6	12
6	12
13	11
19	19
80	80
51	51
115	152
130	120
137	144
196	191
6	6
20	20
27	27
27	42
38	54
35	35
89	89
97	113
136	154
129	146
3	3
5	8
5	5
9	9
17	17
92	92
88	85
154	212
101	94
295	352
5	5
12	12
15	15
22	22
23	23
37	37
31	54
45	40
67	62
44	54
2	2
4	4
5	5
19	19
37	37
31	32
59	54
148	139
196	198
172	177
0	0
8	13
17	17
14	14
17	13
26	25
63	63
93	150
93	93
135	169
0	0
1	1
19	19
15	11
15	19
30	30
46	53
33	33
36	40
60	57
14	21
23	19
17	16
36	33
52	39
56	48
56	62
85	81
88	77
70	67
6	10
16	16
27	27
21	21
22	28
22	22
43	43
25	32
40	41
42	36
3	3
3	3
11	11
14	19
30	30
85	85
61	65
60	79
137	114
171	174
10	10
18	18
37	37
23	25
41	38
54	48
47	42
66	66
110	124
70	80
5	10
29	29
36	36
17	17
25	27
27	48
44	34
26	27
134	112
54	88
10	10
11	11
16	16
19	19
18	28
69	76
60	54
132	133
134	110
295	258
5	12
28	40
85	59
66	50
45	45
67	59
116	130
154	132
258	194
144	140
1	1
3	3
3	3
2	2
3	5
15	15
38	30
42	28
46	46
139	115
4	4
18	18
14	14
16	36
21	34
42	42
52	52
86	86
117	104
119	174
6	6
8	8
12	12
20	23
20	20
31	36
40	40
59	86
150	149
150	138
1	1
5	8
17	17
41	41
46	65
38	42
58	62
36	55
120	103
120	97
3	3
10	6
17	20
45	45
51	51
74	73
51	63
123	123
322	278
440	370
8	8
8	8
78	78
25	28
33	26
64	72
2	2
126	137
311	324
696	601
3	3
7	7
11	11
46	46
19	21
15	21
26	29
82	87
76	124
124	95
6	6
14	14
23	23
66	69
54	53
35	35
38	38
60	60
165	167
318	287
20	20
52	52
54	49
65	65
68	72
88	83
200	200
132	74
333	333
163	149
3	3
3	3
6	6
27	27
19	19
14	16
19	19
36	43
83	87
150	150
9	7
8	8
15	13
22	16
34	27
41	36
30	30
81	81
200	182
173	181
13	13
13	11
18	26
19	19
28	29
45	53
32	47
38	96
337	258
181	287
3	3
7	7
7	7
33	26
43	55
70	67
68	70
135	113
167	180
134	145
3	3
2	2
21	21
12	9
17	29
14	24
34	51
60	45
132	119
128	126
80	80
22	28
34	34
49	37
29	29
72	79
48	47
176	176
73	64
109	129
17	17
19	22
26	26
27	27
55	55
48	47
199	199
156	149
97	103
259	228
4	4
18	18
49	49
26	26
27	27
30	30
37	55
60	98
137	184
233	238
15	7
15	14
18	18
105	105
33	33
56	47
70	89
133	127
128	135
289	188
0	0
2	2
14	12
26	24
45	45
39	51
42	44
61	87
76	84
254	254
0	0
0	0
2	2
13	13
17	17
19	19
66	65
75	72
95	70
254	244
3	3
10	10
8	12
27	27
24	26
61	61
68	63
71	62
58	65
69	72
5	5
8	8
8	8
12	12
22	22
34	34
44	44
43	64
99	101
1110	815
4	4
4	4
5	5
19	18
44	44
69	60
73	69
118	113
141	138
196	276
4	4
2	3
11	11
18	18
33	33
59	67
115	115
58	50
117	94
206	154
1	1
10	10
11	11
19	19
27	40
43	43
49	50
48	49
100	89
131	133
0	0
4	4
7	7
17	17
15	24
23	23
19	19
42	42
53	48
409	424
2	2
15	15
15	20
31	31
54	32
37	38
38	33
37	48
40	46
164	150
0	0
1	1
2	3
6	6
6	6
11	11
31	31
34	34
62	52
146	139
9	9
41	41
44	44
57	57
57	57
132	124
87	64
123	109
582	396
131	136
10	10
7	7
36	36
16	25
13	14
51	51
96	96
45	39
36	37
43	46
5	5
4	4
13	13
12	12
22	30
92	92
41	51
60	61
170	116
144	314
7	7
17	13
15	15
25	25
29	29
38	26
73	94
100	100
156	158
302	266
28	28
9	9
27	21
41	38
27	23
48	48
30	37
84	85
111	121
413	416
8	8
19	18
78	78
47	52
50	55
56	48
42	72
94	78
111	77
115	116
7	7
20	28
23	17
37	37
29	29
103	103
35	38
46	46
50	60
163	161
0	0
3	3
3	3
7	16
32	33
21	26
121	121
51	47
53	55
113	121
5	5
7	12
20	20
27	27
25	30
26	26
35	46
62	78
128	154
305	273
7	7
8	9
17	17
16	33
30	25
23	21
35	44
172	172
71	53
28	46
13	8
46	46
18	34
37	37
26	26
20	23
25	33
45	72
77	64
64	72
17	17
17	15
27	22
30	30
27	27
21	31
23	35
65	67
55	112
83	91
6	6
10	10
9	9
45	45
20	15
44	54
44	44
62	60
100	100
350	355
28	28
32	37
26	26
78	85
98	92
99	99
103	130
108	88
146	146
201	244
9	9
33	33
18	27
36	38
42	31
70	70
28	57
44	44
67	82
57	49
4	4
19	20
23	25
32	32
52	52
38	38
122	123
168	143
97	114
135	126
18	18
20	24
55	39
39	68
40	45
52	52
162	158
187	193
290	299
310	256
0	0
7	7
9	9
23	23
15	15
16	17
28	29
27	19
86	100
100	68
2	2
13	13
27	26
46	40
35	37
63	74
47	58
73	68
68	55
123	110
4	4
11	11
9	9
9	13
18	18
30	30
39	54
49	55
92	92
767	757
1	1
3	3
3	3
14	9
27	27
20	19
147	133
220	228
152	152
234	188
4	4
7	7
19	23
17	17
32	32
41	33
55	55
48	57
109	148
919	871
0	0
16	16
17	17
18	18
32	39
55	55
39	29
38	38
114	154
228	162
0	0
1	1
13	13
19	18
172	172
37	36
45	47
44	63
82	97
110	115
4	4
8	8
29	33
29	25
39	39
96	96
53	54
40	39
60	51
111	162
4	4
10	10
8	6
10	9
37	37
27	27
59	59
53	69
80	84
199	183
17	18
11	17
20	20
31	45
30	28
33	34
79	79
77	66
56	57
129	126
0	0
4	4
8	8
17	17
13	16
23	22
49	59
63	76
132	206
239	239
0	0
5	5
5	5
8	8
11	12
20	20
21	29
49	49
115	115
128	166
8	8
10	10
26	26
25	31
31	41
26	32
71	71
60	55
170	233
239	195
4	4
6	6
18	18
11	20
52	52
38	34
105	91
81	100
78	78
249	251
1	1
1	1
4	4
10	10
14	14
35	35
52	52
137	137
55	52
80	80
6	6
22	22
20	20
41	41
44	47
44	46
61	48
60	49
263	258
555	546
0	0
15	17
29	29
22	21
35	29
24	23
60	60
35	47
77	84
76	83
1	1
10	10
21	21
28	28
38	38
15	15
22	22
38	35
81	80
217	213
0	0
15	15
20	20
22	31
37	40
49	49
33	34
66	71
80	90
117	157
21	21
17	17
26	26
25	29
26	29
22	22
56	48
75	89
127	124
172	197
6	6
9	9
11	11
20	25
34	34
35	43
31	29
89	94
72	65
73	105
10	10
13	13
11	11
37	30
44	38
43	56
67	68
57	61
136	136
314	250
7	7
12	12
20	30
36	41
41	66
60	54
41	51
103	76
142	162
93	140
7	7
11	12
17	21
22	30
54	54
49	49
82	89
45	60
69	95
70	72
5	9
14	14
36	36
50	46
53	59
71	71
141	168
112	101
120	120
488	445
0	0
0	0
8	8
33	25
19	19
91	93
62	86
74	59
91	79
122	100
3	3
7	7
13	9
39	39
21	32
55	55
53	55
57	69
154	124
225	223
10	10
8	8
13	13
67	67
40	40
79	78
137	152
338	338
106	106
135	169
3	3
7	7
14	14
35	35
29	29
94	94
71	73
60	72
145	118
121	106
7	7
6	6
8	14
10	16
18	25
26	28
28	27
63	46
99	99
174	146
7	10
28	28
14	14
41	41
96	96
60	59
57	59
106	106
108	97
203	220
0	0
0	0
20	20
22	32
20	20
47	38
34	40
66	70
121	108
94	104
2	2
5	5
13	13
15	15
68	68
27	24
89	62
73	63
51	56
121	121
3	3
5	6
14	14
17	17
11	15
27	23
33	33
231	231
61	61
122	109
3	3
8	8
55	46
43	34
72	56
75	74
46	61
60	61
97	81
195	158
16	16
11	11
15	15
47	52
32	21
80	131
114	114
114	88
117	132
268	268
1	1
3	3
18	16
25	21
51	51
29	29
38	38
74	95
118	99
68	104
10	10
6	6
6	6
28	26
21	33
42	35
44	32
58	45
118	155
141	156
0	0
0	0
4	4
6	6
14	14
34	35
87	87
87	89
132	132
234	197
2	2
3	3
3	3
26	26
38	69
36	39
80	80
39	55
153	156
381	365
5	5
9	9
12	12
37	37
33	24
53	68
35	35
28	28
65	46
81	80
19	19
17	17
19	19
43	43
24	24
26	26
29	42
55	58
119	104
168	184
0	0
4	4
21	21
7	7
10	10
14	14
69	66
56	83
94	94
221	224
1	1
12	12
24	24
23	23
26	26
40	40
116	103
135	125
132	115
388	426
1	1
5	5
15	15
17	16
27	27
41	41
27	30
42	52
89	89
454	454
3	3
6	6
8	6
24	24
29	29
29	38
42	41
80	83
69	92
383	383
0	0
3	3
15	16
20	20
33	32
37	36
49	49
46	64
78	63
376	278
2	2
5	5
16	18
22	22
25	22
28	29
28	28
37	37
35	41
44	64
8	8
10	10
56	56
20	22
39	39
24	33
65	65
65	58
68	68
73	68
9	9
8	14
19	19
25	33
30	30
64	64
51	63
183	142
189	204
158	181
10	10
21	21
16	16
18	18
59	55
37	37
39	46
125	104
137	104
260	262
1	1
2	2
4	4
15	15
25	25
33	33
28	28
58	64
86	86
142	167
1	1
14	22
12	12
46	46
53	30
88	109
87	64
67	67
75	65
294	255
4	4
10	10
12	22
15	15
46	46
46	54
29	46
30	30
65	43
582	552
2	2
9	9
7	8
10	10
13	13
13	13
19	19
33	39
30	48
192	206
0	0
10	10
7	6
11	14
30	30
33	33
34	34
36	46
53	53
86	94
0	0
3	3
1	1
13	13
16	16
24	24
41	56
43	71
171	171
95	74
1	1
4	4
12	12
11	11
14	17
34	33
80	67
33	112
60	60
115	120
0	0
16	15
25	26
18	20
52	53
135	116
185	193
143	163
247	219
278	316
1	1
6	6
7	7
10	10
30	30
29	45
56	63
46	38
174	129
195	183
7	7
13	13
15	15
79	79
14	14
58	53
34	34
88	73
114	116
143	130
2	2
10	13
11	11
66	66
14	27
15	15
29	31
41	39
116	116
163	117
0	0
0	0
10	10
25	18
23	33
27	34
59	58
179	150
113	121
355	359
3	3
22	22
10	14
14	14
21	22
31	41
65	57
101	101
75	80
158	134
17	17
11	11
21	21
30	48
41	62
45	45
76	76
68	68
121	104
186	172
14	14
14	14
30	27
41	35
51	68
55	69
103	101
80	116
175	183
136	136
0	0
3	3
6	6
10	10
13	14
40	40
72	97
60	60
94	89
199	182
13	19
19	21
33	29
17	17
56	56
40	42
83	79
90	96
200	187
251	261
10	10
11	8
14	14
16	24
14	17
20	32
52	66
46	40
121	94
134	111
3	3
2	2
6	6
16	16
44	57
51	51
55	57
65	67
64	48
236	243
12	15
21	17
24	24
57	52
46	41
68	53
83	86
119	115
80	88
92	100
2	2
3	6
8	8
14	15
16	16
23	23
36	41
82	82
64	50
146	146
0	0
1	1
2	2
20	20
92	92
19	19
47	49
36	44
38	35
172	154
13	18
23	17
46	46
24	24
38	35
28	28
35	35
34	42
38	63
63	64
0	0
1	1
3	3
8	8
32	24
29	41
55	49
52	59
150	129
140	124
2	2
4	7
7	7
8	8
23	23
37	39
42	42
38	38
29	44
72	72
3	3
4	4
14	14
78	78
27	27
29	29
38	38
50	51
63	75
57	58
4	4
3	3
5	5
10	10
21	21
55	57
55	55
90	90
46	36
73	55
0	0
3	3
7	7
8	8
15	15
