Real	Counterfactual
21	25
78	78
110	110
71	69
101	99
121	103
375	359
0	0
2	2
6	6
15	15
24	24
67	67
64	65
75	68
95	96
87	70
1	1
11	11
26	26
34	38
36	38
107	107
56	58
124	148
159	141
850	916
7	7
18	18
21	26
20	20
29	29
40	36
82	101
82	134
135	108
649	548
4	4
4	9
5	5
24	22
29	29
31	35
130	130
47	42
45	61
122	133
4	7
12	19
12	14
41	41
79	79
31	39
57	94
108	76
380	380
113	108
13	13
12	12
36	32
46	46
53	69
35	35
113	103
191	191
156	145
228	226
5	5
15	14
23	19
27	36
42	42
83	83
56	52
88	101
130	97
194	197
0	0
10	10
11	15
9	9
22	24
37	35
41	41
81	81
78	92
151	150
13	13
18	18
14	12
21	21
18	22
33	33
44	44
67	65
54	67
271	295
4	4
7	7
17	17
52	52
60	60
28	28
27	27
87	90
49	59
81	68
4	4
11	11
29	29
16	18
24	21
109	109
91	73
81	86
82	95
197	203
3	3
8	8
10	10
24	24
18	18
40	40
103	103
37	29
66	66
116	138
10	19
25	23
24	22
25	30
44	50
33	33
69	64
75	63
69	72
111	106
2	2
31	31
15	21
37	33
26	30
39	30
105	89
101	113
122	126
318	292
7	7
12	11
24	24
14	14
15	18
41	41
37	48
50	45
109	139
92	110
2	3
9	9
16	16
32	32
57	57
83	76
50	102
45	51
115	94
126	95
3	3
6	6
10	10
6	6
9	11
103	70
34	34
75	75
94	86
134	95
12	12
21	25
48	50
45	45
35	31
47	47
92	73
97	118
100	89
132	150
3	3
13	18
23	23
24	24
28	33
32	32
46	46
47	47
74	86
142	156
5	5
16	16
13	11
21	18
18	19
29	41
32	35
54	44
73	72
83	103
1	1
37	37
24	24
24	28
61	61
56	66
60	59
116	101
184	249
248	275
4	4
9	9
13	13
23	30
30	29
48	48
32	37
57	55
84	56
315	315
15	15
24	30
21	20
21	21
40	40
98	119
111	111
87	87
117	90
205	238
8	8
19	19
31	36
41	45
25	16
75	86
82	61
190	190
129	119
334	285
3	3
9	14
28	28
39	28
36	49
45	47
60	109
125	133
148	178
186	195
11	11
5	5
46	46
24	32
36	41
56	67
83	93
54	54
177	153
159	185
0	0
4	4
7	7
39	42
34	36
83	95
100	113
87	76
193	154
237	259
10	10
46	46
26	26
28	28
28	28
111	111
114	118
89	92
95	100
130	129
1	1
18	31
19	17
32	41
44	44
54	54
53	53
65	63
53	67
92	102
2	2
3	5
7	7
6	6
18	18
14	15
18	13
31	31
27	32
59	72
6	5
5	5
23	32
24	24
33	36
41	41
48	54
71	97
94	106
227	233
2	2
10	10
16	16
21	30
18	28
41	46
32	26
56	51
140	101
153	149
1	1
6	6
4	4
20	14
29	23
60	56
60	62
85	112
133	134
130	117
15	15
27	27
35	35
44	46
40	53
41	57
52	50
85	70
54	63
50	51
13	13
46	46
22	23
34	51
62	61
177	177
115	107
99	101
164	273
223	213
3	6
19	19
11	19
20	36
48	44
26	37
50	50
82	69
76	80
119	105
10	10
12	12
19	16
11	11
28	28
51	43
75	78
48	71
57	57
64	58
0	0
6	6
5	12
9	9
24	24
96	111
156	130
142	120
187	180
262	383
5	5
8	8
9	9
18	18
24	27
50	48
90	101
70	58
85	90
141	115
7	8
22	20
36	36
30	30
79	80
97	107
54	54
104	74
194	160
163	224
6	5
16	16
28	28
11	24
38	38
11	11
26	26
25	22
159	156
269	285
13	13
23	23
20	26
20	21
46	50
36	45
72	53
151	143
91	120
122	129
0	0
1	1
4	4
6	6
48	45
55	55
78	76
52	95
95	95
144	131
5	8
9	9
25	25
38	38
30	30
62	62
41	79
63	74
114	124
124	119
2	2
4	4
47	44
62	61
44	45
45	46
45	45
105	128
78	80
277	323
1	1
4	4
9	8
14	14
38	38
18	24
39	37
33	32
28	28
517	433
0	0
6	6
15	15
18	18
41	64
67	89
41	41
92	105
88	100
134	120
1	1
4	4
12	20
21	21
38	38
61	59
35	35
79	82
68	68
133	138
1	1
18	18
22	22
34	30
37	47
50	52
58	53
95	95
99	112
260	212
0	0
0	0
2	2
7	7
8	8
36	38
24	24
65	65
109	120
130	112
4	4
22	22
15	15
10	10
17	20
22	22
126	113
120	140
194	193
160	213
5	5
7	7
5	5
7	7
13	13
59	59
91	84
61	65
87	94
73	96
1	1
5	5
29	29
78	78
91	91
94	94
36	36
76	119
102	102
141	117
0	0
8	8
13	9
11	11
16	16
28	28
25	29
28	42
50	44
37	37
6	6
16	16
11	11
15	15
28	28
39	39
28	28
90	100
126	90
334	384
7	7
8	8
15	15
5	9
13	14
12	12
27	30
14	24
40	42
111	152
8	8
22	22
18	21
24	43
19	19
49	39
64	57
72	76
185	185
251	255
6	6
5	5
7	7
23	23
61	61
82	80
109	109
103	94
201	224
159	168
3	3
17	17
20	31
80	84
68	70
55	50
99	76
182	182
180	239
253	332
6	6
22	22
14	14
8	17
18	21
36	40
68	63
72	72
63	70
81	79
3	3
14	14
34	35
25	25
59	51
80	74
72	87
125	107
121	95
258	214
6	6
5	5
21	21
46	36
41	54
82	66
70	82
113	121
141	145
112	129
40	41
73	55
63	63
57	57
143	143
114	120
80	98
123	102
185	176
798	801
1	1
2	2
11	11
13	16
57	57
75	79
69	68
62	62
97	97
145	153
1	1
10	19
119	119
44	47
69	63
94	109
91	89
82	72
210	177
259	351
0	0
9	9
8	8
16	21
25	52
31	31
92	92
83	83
100	125
347	349
6	6
6	6
12	10
19	19
13	13
31	41
81	74
85	74
100	82
89	115
1	1
16	16
19	24
31	39
29	32
41	41
65	65
159	147
182	196
253	253
9	9
8	14
53	53
51	41
39	48
31	31
66	48
133	161
87	94
137	132
31	29
29	29
60	60
42	56
61	61
83	83
90	101
83	91
196	177
246	227
6	6
4	4
4	4
5	5
8	7
21	30
28	26
41	43
65	72
107	103
1	1
10	11
19	13
26	25
52	42
65	65
60	57
71	90
98	71
187	251
4	4
15	18
31	25
60	54
57	57
69	55
91	114
103	103
113	103
63	63
7	7
12	12
19	20
16	18
22	35
35	34
64	66
136	117
182	162
282	257
3	3
8	9
45	45
17	23
37	30
21	15
25	27
43	43
47	67
134	134
10	10
15	25
30	27
27	36
29	27
46	50
48	48
78	78
70	70
124	104
7	7
10	10
50	39
46	43
76	71
87	93
140	104
137	150
211	211
228	227
3	3
9	9
7	15
18	22
26	20
47	41
133	127
101	106
166	180
332	398
10	10
12	12
36	36
24	24
31	31
18	18
28	35
38	35
76	93
63	45
3	3
16	16
14	12
13	13
26	26
22	25
27	28
82	76
47	52
93	93
1	1
5	5
11	11
13	21
4	4
19	22
47	47
68	59
67	66
97	97
1	1
15	15
22	22
10	12
11	11
23	23
41	41
57	57
228	184
313	322
2	2
10	8
52	52
37	34
32	41
54	43
86	86
175	171
153	156
168	131
0	0
7	7
9	9
12	12
22	22
53	49
79	97
60	55
69	62
101	91
2	2
3	6
94	94
26	26
24	27
23	35
50	38
74	62
66	81
149	141
11	11
13	13
17	20
44	44
39	39
40	41
63	63
209	248
179	179
523	493
16	16
6	6
11	15
17	14
15	15
29	38
56	59
72	97
104	103
233	255
12	12
17	16
35	28
54	49
46	64
45	45
68	68
83	85
185	171
278	300
13	13
8	7
15	15
8	8
22	22
21	21
60	42
82	75
76	104
269	286
9	9
13	21
11	17
45	45
17	16
32	19
27	27
23	23
72	74
169	162
12	12
22	18
27	29
42	41
54	47
57	57
83	83
78	73
99	99
75	94
8	8
13	13
29	29
23	25
19	25
30	37
74	74
116	105
359	274
296	233
12	12
20	20
36	36
21	21
27	29
38	44
74	55
78	68
121	120
71	72
15	15
10	10
13	13
16	16
13	14
52	52
34	33
33	41
95	80
139	127
1	1
14	14
21	21
50	51
43	49
59	71
115	153
54	70
71	70
120	158
1	1
8	7
15	15
11	11
15	10
20	20
48	56
220	220
110	86
133	133
3	3
29	29
40	40
41	41
59	56
52	58
50	61
61	67
129	105
216	235
1	1
1	1
2	2
8	8
28	28
12	12
13	13
62	51
79	73
96	108
7	7
7	9
10	10
16	16
67	67
26	26
44	44
50	51
95	105
107	107
9	9
8	10
19	19
19	32
33	42
34	34
62	48
29	61
171	171
78	98
14	14
21	21
34	41
32	32
34	34
24	24
46	46
40	34
149	124
267	247
2	2
3	3
7	9
11	11
11	20
19	24
21	21
55	55
49	40
242	216
0	0
7	7
5	5
11	12
12	12
15	15
25	25
23	30
29	29
71	71
20	15
50	50
92	71
67	68
67	67
46	46
77	79
99	81
140	176
313	346
1	1
13	13
17	17
14	29
26	28
28	22
61	64
80	51
95	90
139	179
0	0
27	33
17	17
105	105
36	34
40	32
56	54
80	80
85	67
103	143
0	0
7	7
26	26
17	14
19	19
73	54
74	74
53	56
60	82
128	120
8	8
8	8
14	14
23	28
33	34
54	43
43	32
43	39
46	51
277	290
3	3
5	5
7	7
7	7
28	28
28	39
21	21
68	62
69	74
91	91
2	2
10	10
17	16
24	24
40	40
53	46
49	49
41	41
65	57
124	135
7	7
16	16
7	13
18	18
25	22
22	23
41	40
44	40
95	95
46	72
0	0
5	5
6	6
48	48
39	39
26	27
50	50
50	72
46	47
105	105
13	13
10	10
13	12
24	24
64	47
55	54
54	43
81	96
138	138
327	287
9	7
13	13
25	25
56	56
36	35
29	29
35	29
64	64
88	71
103	85
10	10
10	10
12	12
16	16
22	32
66	66
31	31
74	91
260	261
114	147
7	7
8	8
11	21
17	14
28	28
92	92
46	46
38	36
35	33
104	108
21	21
14	14
25	26
23	23
33	30
34	35
68	72
85	77
99	110
158	124
15	15
13	20
33	27
18	18
35	35
25	25
54	54
72	68
185	156
215	204
6	6
18	21
25	26
25	31
34	33
49	50
72	66
157	168
515	494
323	346
18	18
38	43
33	38
47	45
61	55
76	76
79	107
71	67
91	99
67	69
12	12
34	34
57	57
49	36
38	57
56	68
88	111
193	157
103	144
288	304
15	15
5	5
94	94
42	50
72	50
41	72
58	38
70	64
126	128
195	188
6	6
27	27
32	32
55	55
76	76
62	65
53	52
54	66
120	116
125	109
2	2
4	4
5	5
9	9
17	17
21	21
61	61
64	76
66	66
103	112
4	4
7	7
13	11
12	23
31	45
30	30
28	34
51	51
81	83
202	305
21	21
10	10
12	10
7	7
21	15
39	39
35	35
83	63
50	49
87	87
6	6
5	5
8	8
13	12
16	16
17	17
32	34
65	54
181	194
225	189
0	0
2	2
3	3
34	26
30	30
58	58
56	84
82	81
131	128
137	125
27	27
67	56
53	54
48	48
1	1
73	79
81	99
138	133
163	167
855	798
1	1
4	4
7	7
14	18
28	26
34	39
56	56
127	102
155	135
158	158
5	5
12	12
21	25
23	23
25	25
32	32
41	43
80	68
123	146
391	420
18	18
15	23
20	20
34	34
51	54
33	33
119	107
162	144
101	97
179	189
21	21
8	11
7	16
9	15
16	16
44	42
59	59
131	94
101	101
129	139
2	2
4	4
10	10
6	6
13	12
55	46
31	31
84	70
128	140
207	162
0	0
21	21
10	10
26	26
37	37
116	116
41	35
83	88
102	129
88	115
0	0
4	4
17	21
14	14
41	41
46	53
131	111
93	120
122	143
133	133
15	15
13	13
10	10
11	11
23	23
30	41
23	38
28	27
73	73
145	190
9	9
21	21
22	26
14	18
37	32
43	48
82	97
51	51
51	51
106	106
8	8
14	14
11	11
27	26
30	27
50	50
64	64
76	83
197	188
122	125
15	15
9	10
32	32
41	37
43	59
63	48
73	56
95	109
82	82
479	456
2	3
15	15
13	13
16	22
24	21
38	38
37	37
69	75
216	188
274	226
1	1
7	7
11	11
13	13
29	29
17	17
40	40
35	36
45	45
71	101
2	2
4	4
12	11
37	34
74	93
113	113
67	59
63	62
115	115
165	140
12	12
25	25
40	40
59	59
44	43
62	62
58	49
72	76
251	261
297	358
4	4
14	14
15	15
49	49
57	57
61	52
51	35
109	109
89	91
101	106
6	6
15	15
22	18
16	17
18	18
45	39
33	24
27	27
56	89
159	125
2	3
17	17
8	8
33	33
36	36
47	46
102	94
94	124
97	117
513	475
5	5
101	101
76	108
101	101
124	127
106	83
146	110
133	141
220	203
244	199
5	6
28	43
41	28
31	31
52	59
64	64
126	126
142	141
95	99
286	240
1	1
4	4
17	21
25	21
48	37
30	51
33	35
254	254
193	159
793	784
6	6
6	6
22	22
24	24
23	22
41	48
56	42
60	60
134	134
748	692
7	7
5	5
10	10
11	18
15	17
28	27
21	21
65	58
74	81
123	105
6	11
13	12
32	40
24	25
37	37
46	42
46	49
153	166
108	101
263	295
8	8
16	16
38	30
25	31
36	49
91	91
73	50
77	68
108	73
271	271
3	3
8	8
7	7
9	10
11	11
29	29
30	30
39	51
68	66
164	155
6	6
2	2
10	10
8	8
16	16
23	24
23	23
56	56
75	75
53	66
1	1
1	1
3	5
9	9
32	32
54	67
88	85
67	75
104	144
333	341
19	19
15	15
31	31
41	40
52	60
48	71
90	72
131	133
174	174
127	127
21	21
23	23
24	21
46	46
28	25
44	44
52	67
116	94
111	84
439	399
6	6
4	4
36	36
28	29
13	13
35	35
54	44
48	48
77	92
466	362
0	0
44	44
19	24
18	18
54	54
42	42
54	51
66	85
98	117
145	145
3	3
13	13
14	13
13	13
49	38
42	30
139	134
156	122
198	171
221	218
3	5
12	12
23	23
28	29
22	22
51	49
66	60
81	92
97	93
175	181
0	0
6	8
23	27
25	38
45	45
37	37
58	72
60	60
115	120
188	185
0	0
1	1
13	13
9	9
23	19
28	39
35	37
37	32
35	49
139	188
36	36
23	24
21	23
42	47
45	36
107	110
171	148
236	239
207	217
256	292
8	7
22	22
15	15
25	25
17	21
36	40
105	105
96	99
42	62
77	77
1	1
21	21
13	11
35	35
32	47
31	35
105	105
65	51
128	136
360	337
14	14
32	32
53	53
34	34
69	69
69	63
65	67
97	98
96	90
227	270
3	3
8	8
7	6
18	18
24	18
22	31
67	66
56	54
132	123
286	226
3	3
12	12
75	75
48	62
45	45
69	60
122	129
181	156
179	173
313	317
1	1
6	6
9	9
8	16
23	26
41	41
40	37
50	45
35	69
108	83
0	0
10	10
25	31
30	24
48	48
58	58
112	100
98	75
200	176
183	183
6	6
10	10
7	7
40	40
20	24
98	98
41	41
44	48
53	52
115	112
28	28
11	9
8	8
21	32
35	42
38	38
44	42
74	53
76	60
175	183
13	13
16	15
54	58
52	53
28	48
54	54
39	38
70	70
81	81
44	47
3	3
11	11
14	15
30	30
9	9
21	19
18	20
54	63
119	108
99	98
4	4
20	20
21	25
35	36
22	21
32	26
81	81
68	69
61	89
86	72
0	0
52	52
23	36
36	36
52	43
60	64
84	76
28	28
101	99
126	107
1	1
21	21
25	25
19	19
30	26
61	61
75	71
88	96
203	226
99	106
1	1
6	6
16	16
12	12
19	14
32	32
18	18
72	67
279	284
434	384
1	1
7	7
6	6
8	8
10	11
24	39
30	30
45	60
43	39
72	81
4	4
17	18
11	11
19	19
20	17
21	21
36	36
62	64
74	74
615	565
1	1
33	38
34	34
52	52
46	47
25	25
45	45
1	1
378	372
442	423
1	1
6	6
4	4
7	7
20	34
16	16
42	43
48	76
164	166
240	263
10	10
11	11
11	14
8	15
21	26
18	30
71	71
81	91
77	117
127	115
1	1
11	11
15	12
45	45
34	34
55	54
78	60
122	138
128	128
184	154
7	7
10	12
16	19
18	24
34	32
101	92
134	132
120	97
206	220
692	707
3	3
2	3
6	6
7	7
9	9
27	36
38	34
46	39
68	60
79	99
6	6
7	7
13	14
22	25
14	16
47	43
64	54
63	47
175	171
178	154
23	23
18	13
18	18
25	25
38	38
24	39
50	50
91	104
120	139
78	88
2	2
7	7
7	7
29	24
40	46
40	43
64	64
119	91
58	96
231	234
3	3
11	11
8	8
14	20
17	17
31	40
60	57
148	89
218	189
178	200
10	8
16	16
32	32
15	15
45	45
40	41
71	68
48	52
65	52
228	228
1	1
8	6
23	23
30	30
24	25
39	29
71	63
103	103
113	111
121	106
5	5
4	4
9	8
17	17
27	27
24	24
33	33
52	52
82	80
111	129
2	2
5	5
15	11
43	49
39	39
61	65
43	43
72	54
78	112
101	78
3	3
10	11
7	12
18	18
18	23
33	54
43	64
55	55
168	138
122	136
10	10
6	6
13	10
6	6
21	20
63	41
36	36
52	62
93	77
99	85
0	0
25	25
16	20
46	46
13	13
49	39
58	47
94	94
78	78
105	120
0	0
2	2
17	17
24	24
70	70
59	59
66	46
101	114
272	246
622	613
6	6
16	16
15	15
10	10
8	14
30	35
37	44
69	42
72	72
125	110
4	4
12	12
94	94
47	47
41	38
30	21
66	65
42	42
114	118
231	233
9	9
8	14
67	67
19	23
24	28
41	38
36	27
64	64
94	94
129	143
9	9
20	25
26	22
29	25
22	22
36	35
56	47
179	175
215	186
224	203
4	4
9	8
21	21
7	7
20	20
71	70
57	55
77	68
152	123
172	181
29	29
21	28
23	35
47	47
45	45
46	46
45	45
115	115
172	197
493	470
0	0
6	6
3	3
8	8
11	17
49	41
56	56
89	78
59	79
94	107
6	6
5	5
8	9
15	15
15	15
56	53
47	39
59	81
66	72
82	90
18	14
23	36
32	37
51	49
62	55
76	110
55	74
95	93
108	98
176	180
3	3
14	14
21	21
10	10
14	14
18	18
25	23
82	68
143	109
163	149
3	3
4	4
5	5
11	11
24	24
66	55
63	56
157	157
78	86
157	120
34	34
28	31
37	38
59	59
37	38
57	57
55	76
55	56
108	92
87	81
0	0
2	2
11	11
5	5
12	12
16	18
60	57
112	129
182	156
177	181
1	1
6	6
24	24
15	15
54	56
77	77
72	63
76	65
79	89
152	157
25	25
23	16
42	42
45	50
50	40
63	56
73	119
60	93
165	180
256	231
5	5
16	13
19	19
45	45
24	22
51	51
70	64
66	56
163	140
293	372
0	0
6	6
6	10
9	9
21	30
88	88
44	55
57	58
85	85
144	123
4	4
3	3
6	6
24	24
48	39
42	42
62	64
69	84
84	89
154	146
21	21
15	15
32	32
36	36
59	59
59	62
69	110
154	135
200	200
164	165
0	0
6	6
20	20
31	31
18	18
28	28
34	32
40	71
75	73
513	490
7	9
8	8
27	27
46	32
63	65
75	75
64	54
93	74
70	80
65	65
3	3
6	6
33	33
37	37
43	43
25	20
41	39
86	74
93	94
125	144
8	8
21	23
32	32
29	30
92	92
29	29
36	36
79	62
67	53
153	140
1	1
4	4
12	12
24	38
42	34
102	102
88	104
57	57
79	141
247	320
1	1
5	5
10	7
7	7
18	18
24	24
17	17
43	70
27	52
175	167
11	11
9	9
38	29
29	47
48	58
68	67
48	44
49	51
234	198
286	287
17	17
14	24
24	27
35	32
27	27
54	54
72	72
105	89
113	109
144	130
7	7
13	12
11	12
16	21
61	61
28	27
66	66
49	45
146	135
198	254
16	16
20	22
19	19
35	35
129	153
91	89
68	96
133	115
78	78
185	180
4	4
11	11
10	12
13	13
24	24
7	7
27	22
62	55
118	113
47	51
7	7
10	10
8	7
33	33
35	35
29	44
37	37
38	46
68	88
110	105
4	4
3	3
3	3
12	12
10	10
18	31
49	49
87	59
93	93
131	115
19	20
25	25
52	52
27	30
103	103
53	51
85	85
65	76
177	192
128	166
1	1
7	7
15	15
18	16
32	32
28	28
24	17
60	60
65	65
56	56
7	7
9	16
14	14
14	14
32	32
57	48
31	29
43	43
94	89
59	51
1	1
11	11
7	7
18	16
19	19
17	24
59	51
51	58
111	98
363	391
3	5
23	18
21	23
36	36
68	50
94	99
58	74
49	54
86	83
70	70
4	4
15	15
9	11
39	39
54	54
56	51
146	123
146	131
159	197
562	564
1	1
5	5
45	39
22	22
85	86
47	47
141	119
107	101
144	204
141	206
1	1
2	2
5	5
19	19
29	29
23	25
37	28
48	48
62	79
92	92
5	6
24	24
28	28
41	45
50	50
78	78
79	78
127	121
104	104
88	79
7	7
6	6
27	24
37	37
60	62
53	59
73	75
38	38
51	65
141	129
0	0
3	3
22	22
39	45
38	38
70	103
104	113
76	91
187	180
178	178
6	6
7	7
21	21
21	21
25	25
25	35
34	34
61	76
85	87
524	513
21	18
42	42
48	42
35	28
93	100
115	95
134	135
108	108
98	79
178	216
1	1
10	10
11	11
39	31
36	36
44	49
45	33
88	89
89	99
173	198
6	6
16	16
14	14
34	29
31	31
30	30
42	45
41	43
149	160
247	192
1	1
2	2
14	14
13	26
22	22
23	30
88	98
39	39
62	59
105	110
0	0
24	24
20	20
42	42
37	32
60	78
68	72
92	92
200	181
135	169
19	15
26	26
29	33
27	41
38	66
47	60
82	66
55	55
47	48
104	108
21	21
103	103
46	46
33	33
28	59
51	47
55	92
130	134
275	265
242	223
1	1
9	9
27	29
35	35
34	34
52	52
127	142
48	48
188	188
230	208
4	4
11	11
28	34
36	29
44	36
78	90
87	103
136	132
193	160
184	184
0	0
16	16
24	24
18	19
48	48
56	56
98	98
185	179
112	113
129	143
1	1
9	8
9	14
23	23
13	13
21	21
20	20
21	22
45	32
99	77
10	10
6	6
8	8
11	13
91	108
56	56
78	80
144	127
121	158
183	252
1	1
11	11
12	13
40	48
40	40
65	78
65	68
102	87
97	97
211	179
3	3
5	5
17	16
31	31
22	22
19	19
31	40
34	37
71	92
71	85
1	1
2	2
6	4
10	10
12	12
29	29
38	38
52	58
99	80
112	112
7	7
11	11
21	31
52	51
33	34
65	65
36	50
67	63
122	110
120	134
10	10
17	17
20	20
29	30
29	36
36	36
53	64
44	42
83	71
132	74
0	0
0	0
7	7
21	49
41	41
40	40
69	69
67	65
107	107
83	74
4	4
9	9
6	6
13	13
25	24
54	68
39	45
52	64
103	89
77	79
11	11
10	14
8	8
19	19
51	75
87	66
91	87
189	186
140	142
217	227
0	0
8	8
16	19
29	29
39	52
47	66
45	42
89	91
81	112
126	120
7	7
16	16
23	23
80	80
22	22
27	26
24	24
233	215
119	116
111	105
0	0
2	2
9	9
7	7
12	12
13	24
13	13
38	38
71	73
81	95
7	7
13	12
12	22
44	41
33	33
66	66
39	46
61	71
66	55
393	340
13	24
39	39
21	21
25	25
31	31
64	65
56	56
56	51
72	95
128	148
9	9
6	6
20	20
25	30
22	22
33	36
72	72
188	195
125	153
204	222
3	3
5	5
17	17
45	28
39	39
50	44
121	94
103	101
251	222
549	477
6	5
9	9
7	7
12	11
23	25
53	53
54	66
84	68
90	118
223	317
15	18
22	24
22	22
36	28
47	62
54	47
75	75
106	90
70	67
208	234
5	5
1	1
12	12
21	19
32	25
37	28
58	60
63	55
60	60
95	76
0	0
3	3
5	5
10	10
20	20
37	37
43	39
40	68
87	119
217	234
15	15
28	28
23	28
32	32
29	29
43	57
86	69
75	73
110	110
212	165
45	45
19	15
20	31
46	47
61	64
97	80
102	119
99	103
70	123
226	164
4	4
4	4
14	19
18	26
80	80
58	58
74	80
55	84
84	82
218	296
10	10
15	15
40	53
51	50
78	78
70	77
85	80
89	81
105	108
85	96
0	0
3	3
4	4
3	3
8	7
12	12
16	16
60	60
135	195
295	247
10	17
23	21
31	26
36	45
62	62
90	90
78	66
99	100
173	176
294	394
3	3
5	5
14	14
7	7
22	37
51	40
107	127
117	163
165	172
647	643
10	10
19	25
23	18
28	28
26	28
22	35
73	73
71	52
95	130
220	191
8	8
6	11
18	18
22	16
15	17
29	29
48	47
114	77
97	102
166	147
1	1
12	12
11	11
28	28
94	94
28	22
40	39
37	58
116	120
141	148
3	3
7	7
16	12
26	20
94	94
28	48
41	41
77	67
92	122
146	116
18	18
11	11
31	32
55	49
41	57
122	136
154	114
144	114
159	168
282	307
0	0
6	6
10	10
12	14
24	24
77	77
37	52
120	120
108	91
106	209
5	5
11	11
17	17
20	19
33	33
21	21
65	62
94	104
100	83
83	68
1	1
18	18
19	19
19	19
16	25
35	35
29	29
60	60
83	91
475	375
6	6
5	5
7	7
7	7
21	19
22	34
19	24
53	69
62	93
190	196
3	3
2	3
6	6
24	24
33	25
29	29
59	49
70	83
86	81
308	273
16	16
18	29
18	18
34	30
25	25
54	57
59	65
80	90
133	118
124	118
0	0
1	1
4	4
18	18
19	19
20	18
29	46
65	66
68	55
107	107
8	8
11	9
14	14
78	78
66	57
80	91
29	28
53	82
144	144
315	265
0	0
10	10
10	13
17	21
33	33
56	42
69	69
53	43
131	123
152	127
5	9
9	9
15	15
18	18
20	31
72	72
91	67
44	86
220	220
167	167
0	0
6	6
37	37
34	48
46	44
49	51
122	108
121	124
149	149
106	98
0	0
2	2
8	8
11	11
14	14
25	20
29	29
51	51
101	99
154	91
3	3
20	20
13	15
36	36
34	34
20	20
23	28
50	42
96	95
68	95
3	3
23	23
18	18
23	23
38	38
24	49
61	52
109	103
90	100
185	200
3	5
5	5
5	5
16	17
19	16
20	20
31	34
43	45
133	143
121	121
0	0
14	14
4	4
23	23
29	22
31	31
27	35
177	173
174	170
426	440
6	6
12	11
13	12
16	16
19	26
15	15
13	20
42	41
27	27
44	44
6	6
4	4
3	3
25	27
21	19
27	25
85	75
61	58
79	117
122	114
0	0
3	5
10	10
37	41
26	32
39	39
56	43
59	59
97	97
89	123
0	0
7	9
3	3
15	15
16	16
36	34
51	84
39	39
125	125
605	601
1	1
2	2
18	18
15	15
21	31
37	37
40	35
20	23
69	43
206	168
19	19
13	26
19	23
80	80
40	40
54	51
54	54
50	56
109	94
122	149
6	6
3	3
22	22
24	21
51	51
36	36
74	74
102	102
181	185
288	319
4	4
10	10
7	7
10	19
36	36
39	40
53	53
86	84
65	69
165	134
8	8
21	16
12	16
31	41
48	63
45	45
102	147
146	237
390	358
767	698
11	11
17	17
16	19
24	24
35	26
43	55
48	48
74	69
81	79
169	203
5	5
7	7
10	12
22	22
49	49
37	58
110	124
114	111
122	175
358	326
0	0
8	16
24	24
27	31
60	63
90	90
67	67
93	93
131	131
447	399
2	2
3	3
4	4
6	6
16	16
8	8
10	10
41	40
62	70
88	88
8	9
8	8
28	28
20	20
25	42
19	19
52	52
50	50
53	57
67	87
5	5
8	8
22	22
35	47
53	71
64	64
63	70
206	189
297	265
465	492
7	7
7	7
29	30
25	28
40	29
52	47
42	44
119	118
149	131
333	352
8	8
29	29
22	21
109	109
41	41
60	52
67	69
62	56
185	185
203	200
1	1
6	6
18	14
16	34
28	34
30	31
54	45
89	72
51	75
98	81
0	0
10	10
12	12
20	20
13	23
15	15
54	44
26	26
25	35
204	154
3	3
28	28
12	12
15	15
11	18
43	67
149	149
53	58
107	128
65	53
11	11
11	14
17	27
22	22
30	39
24	24
58	58
71	80
51	43
52	60
4	4
5	4
6	10
6	6
22	17
24	24
59	63
59	60
144	117
214	171
0	0
4	4
10	10
3	5
15	15
19	19
40	45
81	86
125	125
171	226
1	1
7	7
14	14
18	18
25	20
27	27
22	22
26	44
115	138
231	236
2	2
4	4
15	15
31	31
16	23
29	41
86	86
41	41
85	120
145	110
21	21
27	27
20	40
34	39
69	64
63	63
68	52
171	162
182	138
131	123
22	22
36	36
22	22
38	36
41	36
31	31
42	42
143	147
191	200
402	438
0	0
12	12
15	15
9	8
10	9
9	9
25	25
62	72
53	88
297	410
14	14
7	7
21	21
29	29
48	48
78	76
95	96
77	88
89	70
74	105
3	3
5	5
6	6
15	15
28	42
114	114
31	31
33	56
54	75
241	302
17	24
20	30
15	30
20	20
74	91
69	69
100	99
134	112
79	69
267	246
3	3
3	3
23	26
35	44
54	64
50	52
68	69
79	79
206	238
197	186
13	13
10	10
7	7
27	25
38	31
51	59
49	43
80	79
99	101
104	94
2	2
4	4
11	11
10	10
52	33
26	40
62	61
58	53
126	109
81	80
3	3
10	10
9	9
31	31
19	19
34	34
31	32
56	70
46	59
128	109
11	8
24	30
18	19
37	34
16	17
29	38
25	25
31	31
40	27
43	43
10	10
6	5
19	19
19	19
56	56
32	29
41	45
42	41
80	85
86	91
0	0
5	6
18	22
28	46
32	32
47	54
41	40
62	55
74	85
431	421
6	6
5	5
8	8
16	16
34	26
25	37
85	79
284	284
166	183
328	276
16	16
7	7
20	23
15	27
23	32
47	47
43	47
97	120
75	89
598	622
1	1
9	9
8	12
27	28
26	43
35	30
64	49
42	58
174	179
153	148
0	0
27	27
78	78
26	26
27	24
30	30
39	36
86	94
76	94
126	171
1	1
3	3
3	6
4	4
9	9
24	24
18	13
18	18
32	31
56	61
1	1
14	14
29	29
28	19
35	50
31	25
45	39
67	66
68	70
147	151
10	10
20	20
28	30
45	54
35	35
47	46
38	43
80	82
69	123
514	471
